,store_nm,store_id,store_addr_line2_txt,store_city_nm,store_state_id,store_zip5_id,upc_id,upc_dsc,category_nm,storeCounts,upcCounts,bundle_number,bundle_name
480815,SAFEWAY                  ,1566,4970 SOUTH ALMA SCHOOL ROAD             ,CHANDLER            ,AZ,85248,78802207259,CBN ROASTED GARLIC BREAD,ISB MAIN MEAL LOAVES,156,1107,2203,SAFEWAY_1566_2203
48636,SAFEWAY                  ,1566,4970 SOUTH ALMA SCHOOL ROAD             ,CHANDLER            ,AZ,85248,26824300000,COOKIES CHOCOLATE CHIP 30CT,ISB SNACKS,156,1107,2203,SAFEWAY_1566_2203
704554,SAFEWAY                  ,1566,4970 SOUTH ALMA SCHOOL ROAD             ,CHANDLER            ,AZ,85248,87366800121,NTRS TOUCH ORG STRAWBERRIES,FROZEN MIXED FRUIT AND BERRIES,156,1107,2203,SAFEWAY_1566_2203
618348,SAFEWAY                  ,1566,4970 SOUTH ALMA SCHOOL ROAD             ,CHANDLER            ,AZ,85248,26652100000,DEMI JALAPENO CHEESE LOAF,ISB MAIN MEAL LOAVES,157,1107,2203,SAFEWAY_1566_2203
651050,SAFEWAY                  ,1566,4970 SOUTH ALMA SCHOOL ROAD             ,CHANDLER            ,AZ,85248,7960602041,TINAS LOADED 5 LAYER BURRITO CHKN FAJ,FROZEN SNACK PREPARED FOODS,157,1107,2203,SAFEWAY_1566_2203
998644,SAFEWAY                  ,1566,4970 SOUTH ALMA SCHOOL ROAD             ,CHANDLER            ,AZ,85248,22789400000,CAKE BLACK AND WHITE 3LYR,ISB DESSERTS,157,1107,2203,SAFEWAY_1566_2203
798786,SAFEWAY                  ,1566,4970 SOUTH ALMA SCHOOL ROAD             ,CHANDLER            ,AZ,85248,2830000119,SHAMROCK FARMS COTTAGE CHEESE LF,COTTAGE CHEESE,157,1107,2203,SAFEWAY_1566_2203
254426,SAFEWAY                  ,1864,24040 BOTHELL-EVERETT HWY               ,BOTHELL             ,WA,98021,72105951751,CAROLANS IRISH CREAM GIFT PACK,SPIRITS,156,1082,2204,SAFEWAY_1864_2204
783060,SAFEWAY                  ,1864,24040 BOTHELL-EVERETT HWY               ,BOTHELL             ,WA,98021,20362400000,HAM SHANK PORTION SMKD,SMOKED BEEF AND PORK,156,1082,2204,SAFEWAY_1864_2204
619705,SAFEWAY                  ,1864,24040 BOTHELL-EVERETT HWY               ,BOTHELL             ,WA,98021,8218420198,JACK DANIELS EQUITY PK WITH 2 GLASSES,SPIRITS,157,1082,2204,SAFEWAY_1864_2204
611129,SAFEWAY                  ,1864,24040 BOTHELL-EVERETT HWY               ,BOTHELL             ,WA,98021,22851700000,COOKIES VARIETY 40 CT,ISB SNACKS,157,1082,2204,SAFEWAY_1864_2204
681126,SAFEWAY                  ,1864,24040 BOTHELL-EVERETT HWY               ,BOTHELL             ,WA,98021,7482103008,ROSES BRAND CHINESE EGG NOODLE,ASIAN FOODS,157,1082,2204,SAFEWAY_1864_2204
155312,SAFEWAY                  ,1864,24040 BOTHELL-EVERETT HWY               ,BOTHELL             ,WA,98021,85023000619,RECOVERY WATER MIXED BERRY,REFRIGERATED PREMIUM DRINKS,157,1082,2204,SAFEWAY_1864_2204
449335,SAFEWAY                  ,1864,24040 BOTHELL-EVERETT HWY               ,BOTHELL             ,WA,98021,7157000006,JELLY BELLY ORGANIC FRUIT SNK BRY CHRY,FRUIT SNACKS,157,1082,2204,SAFEWAY_1864_2204
530643,SAFEWAY                  ,2808,3830 GEORGIA AVENUE NW                  ,WASHINGTON          ,DC,20011,22797500000,COOKIES SUGAR 40CT,ISB SNACKS,157,998,2205,SAFEWAY_2808_2205
282736,SAFEWAY                  ,2808,3830 GEORGIA AVENUE NW                  ,WASHINGTON          ,DC,20011,22441200000,RED VELVET CUPCAKES 10 CT,ISB DESSERTS,159,998,2205,SAFEWAY_2808_2205
31185,SAFEWAY                  ,2808,3830 GEORGIA AVENUE NW                  ,WASHINGTON          ,DC,20011,7800002963,CRUSH ORANGE,CARBONATED SOFT DRINKS,159,998,2205,SAFEWAY_2808_2205
486179,SAFEWAY                  ,2808,3830 GEORGIA AVENUE NW                  ,WASHINGTON          ,DC,20011,4200087256,QUILTED NORTHERN ULTRA PLUSH,BATHROOM TISSUE,160,998,2205,SAFEWAY_2808_2205
474225,SAFEWAY                  ,2808,3830 GEORGIA AVENUE NW                  ,WASHINGTON          ,DC,20011,7144850005,ALOUETTE CHEESE SPREAD RANCH CHEDDAR,DELI CHEESE,160,998,2205,SAFEWAY_2808_2205
498710,SAFEWAY                  ,2808,3830 GEORGIA AVENUE NW                  ,WASHINGTON          ,DC,20011,70670000082,FRESH TAKE ENCHILADAS CHEESE,SELF SERVICE PREPARED FOODS,160,998,2205,SAFEWAY_2808_2205
887204,SAFEWAY                  ,2808,3830 GEORGIA AVENUE NW                  ,WASHINGTON          ,DC,20011,22786100000,COOKIES OATMEAL RAISIN 40CT,ISB SNACKS,161,998,2205,SAFEWAY_2808_2205
283759,SAFEWAY                  ,920,451 EAST WONDERVIEW AVENUE              ,ESTES PARK          ,CO,80517,64098621195,CUPCAKE BATH BOMB,BATH CARE SKIN CARE,157,877,2206,SAFEWAY_920_2206
399499,SAFEWAY                  ,920,451 EAST WONDERVIEW AVENUE              ,ESTES PARK          ,CO,80517,77098106196,SCONES TWO BITE ORANGE CRANBERRY,ISB BREAKFAST BAKED GOODS,157,877,2206,SAFEWAY_920_2206
997044,SAFEWAY                  ,920,451 EAST WONDERVIEW AVENUE              ,ESTES PARK          ,CO,80517,2200001987,SKT TRICK PLAY,INSTANT CONSUMABLE CANDY/GUM/MINTS (FRONT END),158,877,2206,SAFEWAY_920_2206
708546,SAFEWAY                  ,920,451 EAST WONDERVIEW AVENUE              ,ESTES PARK          ,CO,80517,2429110906,NAV RUBBERIZED DELUXE CORKSCREW,GADGETS,159,877,2206,SAFEWAY_920_2206
787487,SAFEWAY                  ,920,451 EAST WONDERVIEW AVENUE              ,ESTES PARK          ,CO,80517,22181300000,BREAD ARTISAN FRENCH BOWL 2 CT,ISB MAIN MEAL LOAVES,161,877,2206,SAFEWAY_920_2206
417944,SAFEWAY                  ,920,451 EAST WONDERVIEW AVENUE              ,ESTES PARK          ,CO,80517,76163520395,BLUEBERRIES 6 OZ ORGANIC,ORGANIC FRUITS,161,877,2206,SAFEWAY_920_2206
71474,SAFEWAY                  ,920,451 EAST WONDERVIEW AVENUE              ,ESTES PARK          ,CO,80517,64098621297,MERMAID BATH BOMB,BATH CARE SKIN CARE,162,877,2206,SAFEWAY_920_2206
569129,ALBERTSONS LLC           ,716,200 W CRAWFORD ST                       ,DENISON             ,TX,75020,22688800000,CK PREM GERMAN CHOC 8IN,ISB DESSERTS,157,977,2207,ALBERTSONS LLC_716_2207
613942,ALBERTSONS LLC           ,716,200 W CRAWFORD ST                       ,DENISON             ,TX,75020,85126400100,SH RANCH 93% LEAN GRND BEEF 7% FAT NTRL,"GROUND BEEF, RAW",157,977,2207,ALBERTSONS LLC_716_2207
840902,ALBERTSONS LLC           ,716,200 W CRAWFORD ST                       ,DENISON             ,TX,75020,2461718026,POTATOES FINGERLING STEAKHOUSE ROASTER,POTATOES/YAMS/SWEET POTATOES,157,977,2207,ALBERTSONS LLC_716_2207
149234,ALBERTSONS LLC           ,716,200 W CRAWFORD ST                       ,DENISON             ,TX,75020,26638100000,COOKIES ASSORTED MINI 60CT,ISB SNACKS,157,977,2207,ALBERTSONS LLC_716_2207
788159,ALBERTSONS LLC           ,716,200 W CRAWFORD ST                       ,DENISON             ,TX,75020,60777206982,DECORATIVE CANDLE NUMBER 2,DESSERT DECORATIONS,157,977,2207,ALBERTSONS LLC_716_2207
63846,ALBERTSONS LLC           ,716,200 W CRAWFORD ST                       ,DENISON             ,TX,75020,2718256256,BACON BURGER CHEDDAR,"GROUND BEEF, RAW",157,977,2207,ALBERTSONS LLC_716_2207
42442,ALBERTSONS LLC           ,716,200 W CRAWFORD ST                       ,DENISON             ,TX,75020,20993100000,CHICKEN THIGH B/S,SERVICE MEAT,157,977,2207,ALBERTSONS LLC_716_2207
161505,ALBERTSONS               ,2016,11320 MONTWOOD DR.                      ,EL PASO             ,TX,79936,78802207262,CBN NEO TUSCAN BATARD,ISB MAIN MEAL LOAVES,157,894,2208,ALBERTSONS_2016_2208
847869,ALBERTSONS               ,2016,11320 MONTWOOD DR.                      ,EL PASO             ,TX,79936,22734400000,PIE APPLE DUTCH 9IN,ISB DESSERTS,157,894,2208,ALBERTSONS_2016_2208
425909,ALBERTSONS               ,2016,11320 MONTWOOD DR.                      ,EL PASO             ,TX,79936,23067200000,CHUNKY SEAFOOD SALAD,SERVICE SEAFOOD,157,894,2208,ALBERTSONS_2016_2208
66114,ALBERTSONS               ,2016,11320 MONTWOOD DR.                      ,EL PASO             ,TX,79936,26652000000,DEMI EVERYTHING LOAF,ISB MAIN MEAL LOAVES,158,894,2208,ALBERTSONS_2016_2208
714394,ALBERTSONS               ,2016,11320 MONTWOOD DR.                      ,EL PASO             ,TX,79936,4980017300,TIRAMISU UNCUT 7IN,ISB DESSERTS,158,894,2208,ALBERTSONS_2016_2208
150383,ALBERTSONS               ,2016,11320 MONTWOOD DR.                      ,EL PASO             ,TX,79936,26852500000,RING CAKE CHOCOLATE HALF,ISB DESSERTS,158,894,2208,ALBERTSONS_2016_2208
190693,ALBERTSONS               ,2016,11320 MONTWOOD DR.                      ,EL PASO             ,TX,79936,28175200000,PAPA C SAUSAGE ANDOUILLE LINK 4OZ,SERVICE MEAT,158,894,2208,ALBERTSONS_2016_2208
300549,SAFEWAY                  ,2648,2125 WEST HIGHWAY 70                    ,THATCHER            ,AZ,85552,24105200000,PICO DE GALLO,CONVENIENCE VEGETABLES,157,928,2209,SAFEWAY_2648_2209
86863,SAFEWAY                  ,2648,2125 WEST HIGHWAY 70                    ,THATCHER            ,AZ,85552,82420600036,HATCH MED HOT DICD GRN CHILE,BAG FROZEN VEGETABLES,157,928,2209,SAFEWAY_2648_2209
154581,SAFEWAY                  ,2648,2125 WEST HIGHWAY 70                    ,THATCHER            ,AZ,85552,26776300000,TART FRUIT 9 INCH,ISB DESSERTS,158,928,2209,SAFEWAY_2648_2209
108702,SAFEWAY                  ,2648,2125 WEST HIGHWAY 70                    ,THATCHER            ,AZ,85552,80717671201,MANDU BEEF VEG DUMPLINGS,FROZEN SNACK PREPARED FOODS,158,928,2209,SAFEWAY_2648_2209
115219,SAFEWAY                  ,2648,2125 WEST HIGHWAY 70                    ,THATCHER            ,AZ,85552,24321800000,BEET NOODLES,CONVENIENCE VEGETABLES,158,928,2209,SAFEWAY_2648_2209
538987,SAFEWAY                  ,2648,2125 WEST HIGHWAY 70                    ,THATCHER            ,AZ,85552,78279602468,SALAD CAESAR FAMILY SIZE,FOOD SERVICE GREEN SALADS,158,928,2209,SAFEWAY_2648_2209
223058,SAFEWAY                  ,2648,2125 WEST HIGHWAY 70                    ,THATCHER            ,AZ,85552,2830001314,SHAMROCK CHOC 1 MILK,FLAVORED MILK AND MILK PRODUCTS,159,928,2209,SAFEWAY_2648_2209
171945,ALBERTSONS               ,197,11475 E VIA LINDA                       ,SCOTTSDALE          ,AZ,85259,80717671152,BIBIGO KOREAN FIRE GRILLD BF,FROZEN SNACK PREPARED FOODS,157,1084,2210,ALBERTSONS_197_2210
452930,ALBERTSONS               ,197,11475 E VIA LINDA                       ,SCOTTSDALE          ,AZ,85259,21587900000,D&W PRE-SLC BABY SWISS,DELI CHEESE,158,1084,2210,ALBERTSONS_197_2210
720824,ALBERTSONS               ,197,11475 E VIA LINDA                       ,SCOTTSDALE          ,AZ,85259,86405300017,SALSA GOD SALSA MED FIRE RST,HISPANIC SHELF-STABLE SALSA & DIPS,159,1084,2210,ALBERTSONS_197_2210
100098,ALBERTSONS               ,197,11475 E VIA LINDA                       ,SCOTTSDALE          ,AZ,85259,85140000253,SPIDER ENERGY DRINK MIMIC SF,ENERGY,159,1084,2210,ALBERTSONS_197_2210
674567,ALBERTSONS               ,197,11475 E VIA LINDA                       ,SCOTTSDALE          ,AZ,85259,2830001222,SHAMROCK MILK CHOCOLATE WHOLE,FLAVORED MILK AND MILK PRODUCTS,159,1084,2210,ALBERTSONS_197_2210
276225,ALBERTSONS               ,197,11475 E VIA LINDA                       ,SCOTTSDALE          ,AZ,85259,8135260101,GRAPES HOLIDAY RED SEEDLESS 3LB CLAM,GRAPES,159,1084,2210,ALBERTSONS_197_2210
251982,ALBERTSONS               ,197,11475 E VIA LINDA                       ,SCOTTSDALE          ,AZ,85259,26723100000,ROLLS WHITE BOLILLO 10CT,ISB MAIN MEAL LOAVES,159,1084,2210,ALBERTSONS_197_2210
90384,ALBERTSONS               ,1413,3322 132ND ST SE                        ,BOTHELL             ,WA,98012,4712505139,PIE PUMPKIN CREAM,ISB DESSERTS,157,986,2211,ALBERTSONS_1413_2211
576219,ALBERTSONS               ,1413,3322 132ND ST SE                        ,BOTHELL             ,WA,98012,2640012803,DARIGOLD CHEESE SHRED MEXICAN BLEND,GROCERY INGREDIENT CHEESE,158,986,2211,ALBERTSONS_1413_2211
375811,ALBERTSONS               ,1413,3322 132ND ST SE                        ,BOTHELL             ,WA,98012,8156770211,MIKES MIGHTY GOOD RAMN GRLC CHCKN,RAMEN,158,986,2211,ALBERTSONS_1413_2211
850228,ALBERTSONS               ,1413,3322 132ND ST SE                        ,BOTHELL             ,WA,98012,19161957198,FLETCHERS HICKORY SMOKED BACON TWIN PACK,BACON,158,986,2211,ALBERTSONS_1413_2211
617294,ALBERTSONS               ,1413,3322 132ND ST SE                        ,BOTHELL             ,WA,98012,75046380177,THAIFUSIONS PANANG CURRY SAUCE,ASIAN FOODS,159,986,2211,ALBERTSONS_1413_2211
906106,ALBERTSONS               ,1413,3322 132ND ST SE                        ,BOTHELL             ,WA,98012,20381500000,HMPLR GRMT HAM SPRL SLCD SEMI BNLS HF,SMOKED BEEF AND PORK,159,986,2211,ALBERTSONS_1413_2211
165796,ALBERTSONS               ,1413,3322 132ND ST SE                        ,BOTHELL             ,WA,98012,61248475002,CRATER LAKE VODKA 80 PR,SPIRITS,159,986,2211,ALBERTSONS_1413_2211
88865,TOM THUMB MARKET         ,1781,106 N. DENTON-TAP ROAD                  ,COPPELL             ,TX,75019,21936000000,DC SALAD POTATO MUSTARD SOUTHERN STYLE,FULL SERVICE DELI SALADS,158,1236,2212,TOM THUMB MARKET_1781_2212
951744,TOM THUMB MARKET         ,1781,106 N. DENTON-TAP ROAD                  ,COPPELL             ,TX,75019,22689900000,BREAD FOCACCIA,ISB MAIN MEAL LOAVES,158,1236,2212,TOM THUMB MARKET_1781_2212
341923,TOM THUMB MARKET         ,1781,106 N. DENTON-TAP ROAD                  ,COPPELL             ,TX,75019,7778200083,JV SAUSAGE JALAPENO CHEDDAR FMLY PK,DINNER SAUSAGE,158,1236,2212,TOM THUMB MARKET_1781_2212
52737,TOM THUMB MARKET         ,1781,106 N. DENTON-TAP ROAD                  ,COPPELL             ,TX,75019,24234100000,GUACAMOLE,CONVENIENCE VEGETABLES,158,1236,2212,TOM THUMB MARKET_1781_2212
130609,TOM THUMB MARKET         ,1781,106 N. DENTON-TAP ROAD                  ,COPPELL             ,TX,75019,81069890101,FH TILAPIA FILLETS IQF BOGO,FROZEN SEAFOOD  (RETAIL PACK),158,1236,2212,TOM THUMB MARKET_1781_2212
549630,TOM THUMB MARKET         ,1781,106 N. DENTON-TAP ROAD                  ,COPPELL             ,TX,75019,4125950156,BAMA JELLY GRAPE,JAMS/JELLIES/PRESERVES,158,1236,2212,TOM THUMB MARKET_1781_2212
468353,TOM THUMB MARKET         ,1781,106 N. DENTON-TAP ROAD                  ,COPPELL             ,TX,75019,2670010156,LOUANA PEANUT OIL,COOKING OIL,158,1236,2212,TOM THUMB MARKET_1781_2212
384265,ALBERTSONS               ,3333,1940 VILLAGE CENTER  CIRCLE             ,LAS VEGAS           ,NV,89134,82113012042,SIGNATURE BAG,BAGS,158,1071,2213,ALBERTSONS_3333_2213
35846,ALBERTSONS               ,3333,1940 VILLAGE CENTER  CIRCLE             ,LAS VEGAS           ,NV,89134,5079250810,CANINES CHOICE CHIPS BEFF FLAVOR,PET SUPPLIES,159,1071,2213,ALBERTSONS_3333_2213
937930,ALBERTSONS               ,3333,1940 VILLAGE CENTER  CIRCLE             ,LAS VEGAS           ,NV,89134,22746600000,CAKE WHITE DRIZZLE BABY,ISB DESSERTS,159,1071,2213,ALBERTSONS_3333_2213
377808,ALBERTSONS               ,3333,1940 VILLAGE CENTER  CIRCLE             ,LAS VEGAS           ,NV,89134,21845400000,DOFINO CREAMY HAVARTI,DELI CHEESE,159,1071,2213,ALBERTSONS_3333_2213
172778,ALBERTSONS               ,3333,1940 VILLAGE CENTER  CIRCLE             ,LAS VEGAS           ,NV,89134,60777206983,DECORATIVE CANDLE NUMBER 3,DESSERT DECORATIONS,160,1071,2213,ALBERTSONS_3333_2213
397628,ALBERTSONS               ,3333,1940 VILLAGE CENTER  CIRCLE             ,LAS VEGAS           ,NV,89134,87145900182,DAIYA PIZZA SUPREME,PIZZA FROZEN PREPARED FOODS,160,1071,2213,ALBERTSONS_3333_2213
570503,ALBERTSONS               ,3333,1940 VILLAGE CENTER  CIRCLE             ,LAS VEGAS           ,NV,89134,3150634212,D&W SOPRESSATA SLICED VP,DELI MEAT,160,1071,2213,ALBERTSONS_3333_2213
807324,SAFEWAY                  ,1173,1243 MARVIN RD N E                      ,LACEY               ,WA,98516,7341016142,OROWEAT BUNS HAMBURGER HEARTY SEEDED,BUNS COMMERCIAL FRESH BREAD,158,1123,2214,SAFEWAY_1173_2214
591681,SAFEWAY                  ,1173,1243 MARVIN RD N E                      ,LACEY               ,WA,98516,73231312280,CRUNCH PAK APPLES SWEET RINGS,FRESH FRUIT CONVENIENCE,158,1123,2214,SAFEWAY_1173_2214
820327,SAFEWAY                  ,1173,1243 MARVIN RD N E                      ,LACEY               ,WA,98516,5215970299,GRASSFED WHOLE MILK VANILLA LARGE CUP,REFRIGERATED YOGURTS,158,1123,2214,SAFEWAY_1173_2214
813519,SAFEWAY                  ,1173,1243 MARVIN RD N E                      ,LACEY               ,WA,98516,71174701312,BROWNIE BRITTLE ORGANIC CHOCOLATE CHIP,AT HOME COOKIES,158,1123,2214,SAFEWAY_1173_2214
32339,SAFEWAY                  ,1173,1243 MARVIN RD N E                      ,LACEY               ,WA,98516,9827112507,ANNAS GOURMET HONEY JAR BLACKBERRY MASN,HONEY,159,1123,2214,SAFEWAY_1173_2214
8079,SAFEWAY                  ,1173,1243 MARVIN RD N E                      ,LACEY               ,WA,98516,21975800000,PRIMO TAGLIO PRE-SLC TURKEY BRST MESQ,DELI MEAT,159,1123,2214,SAFEWAY_1173_2214
803606,SAFEWAY                  ,1173,1243 MARVIN RD N E                      ,LACEY               ,WA,98516,3024386842,GD SENSE R/S SNFLWR PMPKN SD,NUT IN SHELL,159,1123,2214,SAFEWAY_1173_2214
888494,SAFEWAY                  ,2690,4370 SE KING RD STE 260                 ,MILWAUKIE           ,OR,97222,26795800000,LOAF PUGLIESE,ISB MAIN MEAL LOAVES,158,1239,2215,SAFEWAY_2690_2215
461239,SAFEWAY                  ,2690,4370 SE KING RD STE 260                 ,MILWAUKIE           ,OR,97222,22701100000,MUFFINS ASTD MINI PARTY TRAY 24CT,ISB BREAKFAST BAKED GOODS,159,1239,2215,SAFEWAY_2690_2215
350297,SAFEWAY                  ,2690,4370 SE KING RD STE 260                 ,MILWAUKIE           ,OR,97222,22492700000,LOAF CAKE CINNAMON SLICED,ISB DESSERTS,160,1239,2215,SAFEWAY_2690_2215
845376,SAFEWAY                  ,2690,4370 SE KING RD STE 260                 ,MILWAUKIE           ,OR,97222,21513900000,PRIMO TAGLIO PRE-SLC PROVOLONE,DELI CHEESE,160,1239,2215,SAFEWAY_2690_2215
29288,SAFEWAY                  ,2690,4370 SE KING RD STE 260                 ,MILWAUKIE           ,OR,97222,85682700301,FITWRAPZ BURRITO GREEN CHILI,FROZEN SNACK PREPARED FOODS,160,1239,2215,SAFEWAY_2690_2215
175062,SAFEWAY                  ,2690,4370 SE KING RD STE 260                 ,MILWAUKIE           ,OR,97222,22637700000,HOLIDAY GOLD MINI CUPCAKES,ISB DESSERTS,161,1239,2215,SAFEWAY_2690_2215
1008135,SAFEWAY                  ,2690,4370 SE KING RD STE 260                 ,MILWAUKIE           ,OR,97222,2724100007,OYSTERS SMALL FRESH,REFRIGERATED (RETAIL PACKS),161,1239,2215,SAFEWAY_2690_2215
636605,SAFEWAY                  ,1474,4823 SOUTH HIGHWAY 95                   ,FT MOHAVE           ,AZ,86426,23021600000,CRAB DUNGENESS SECTIONS PREV FZ,SERVICE SEAFOOD,159,933,2216,SAFEWAY_1474_2216
272023,SAFEWAY                  ,1474,4823 SOUTH HIGHWAY 95                   ,FT MOHAVE           ,AZ,86426,22758900000,EGG HOT DOG BUN 6CT,ISB ROLLS,160,933,2216,SAFEWAY_1474_2216
824470,SAFEWAY                  ,1474,4823 SOUTH HIGHWAY 95                   ,FT MOHAVE           ,AZ,86426,22137000000,WHITE CAKE POURED 8IN 1LYR,ISB DESSERTS,161,933,2216,SAFEWAY_1474_2216
841971,SAFEWAY                  ,1474,4823 SOUTH HIGHWAY 95                   ,FT MOHAVE           ,AZ,86426,22734300000,PIE BLUEBERRY 9IN,ISB DESSERTS,161,933,2216,SAFEWAY_1474_2216
448950,SAFEWAY                  ,1474,4823 SOUTH HIGHWAY 95                   ,FT MOHAVE           ,AZ,86426,2830007979,SHAMROCK FARMS SOUR CREAM ORGANIC,REFRIGERATED DAIRY SOUR CREAM,161,933,2216,SAFEWAY_1474_2216
387356,SAFEWAY                  ,1474,4823 SOUTH HIGHWAY 95                   ,FT MOHAVE           ,AZ,86426,1262314191,SUPREME SOURCE LAMB & SWT POTATO MEAL,DOG FOOD DRY,161,933,2216,SAFEWAY_1474_2216
35367,SAFEWAY                  ,1474,4823 SOUTH HIGHWAY 95                   ,FT MOHAVE           ,AZ,86426,4831310750,ECHO FALLS HS KETA CAJUN,REFRIGERATED (RETAIL PACKS),161,933,2216,SAFEWAY_1474_2216
891275,TOM THUMB FOOD & PHARMACY,3560,8698 SKILLMAN ST.                       ,DALLAS              ,TX,75243,22717300000,TURNOVER CHERRY,ISB BREAKFAST BAKED GOODS,159,873,2217,TOM THUMB FOOD & PHARMACY_3560_2217
266665,TOM THUMB FOOD & PHARMACY,3560,8698 SKILLMAN ST.                       ,DALLAS              ,TX,75243,21359600000,D&W HAM BLACK FOREST SMOKED,DELI MEAT,159,873,2217,TOM THUMB FOOD & PHARMACY_3560_2217
766301,TOM THUMB FOOD & PHARMACY,3560,8698 SKILLMAN ST.                       ,DALLAS              ,TX,75243,22710600000,CK WHT W/WHT ICING 1/4 SHT,ISB DESSERTS,159,873,2217,TOM THUMB FOOD & PHARMACY_3560_2217
48107,TOM THUMB FOOD & PHARMACY,3560,8698 SKILLMAN ST.                       ,DALLAS              ,TX,75243,2113012533,WFB SHRIMP RAW 41-50 CT FZ,SHRIMP FAMILY,159,873,2217,TOM THUMB FOOD & PHARMACY_3560_2217
367764,TOM THUMB FOOD & PHARMACY,3560,8698 SKILLMAN ST.                       ,DALLAS              ,TX,75243,28083700000,SF CHICKEN BREAST BNLS SKLS THN SLCD,"CHICKEN, REFRIGERATED",159,873,2217,TOM THUMB FOOD & PHARMACY_3560_2217
30544,TOM THUMB FOOD & PHARMACY,3560,8698 SKILLMAN ST.                       ,DALLAS              ,TX,75243,22217100000,COOKIES DECORATED 12 IN,ISB SNACKS,159,873,2217,TOM THUMB FOOD & PHARMACY_3560_2217
656346,TOM THUMB FOOD & PHARMACY,3560,8698 SKILLMAN ST.                       ,DALLAS              ,TX,75243,22731500000,MINI CROISSANT 15CT VALU PK,ISB BREAKFAST BAKED GOODS,160,873,2217,TOM THUMB FOOD & PHARMACY_3560_2217
223461,ALBERTSONS               ,4786,1133 S MISSION RD                       ,FALLBROOK           ,CA,92028,26984700000,CHEESE COFFEE CAKE STRIP,ISB BREAKFAST BAKED GOODS,159,761,2218,ALBERTSONS_4786_2218
723146,ALBERTSONS               ,4786,1133 S MISSION RD                       ,FALLBROOK           ,CA,92028,5079212866,CANINES CHOICE CURLS NATURAL,PET SUPPLIES,160,761,2218,ALBERTSONS_4786_2218
431647,ALBERTSONS               ,4786,1133 S MISSION RD                       ,FALLBROOK           ,CA,92028,4900002762,DASANI WATER,BOTTLED WATER,161,761,2218,ALBERTSONS_4786_2218
673570,ALBERTSONS               ,4786,1133 S MISSION RD                       ,FALLBROOK           ,CA,92028,22668500000,CAKE RED VELVET 8IN 1LYR,ISB DESSERTS,163,761,2218,ALBERTSONS_4786_2218
727754,ALBERTSONS               ,4786,1133 S MISSION RD                       ,FALLBROOK           ,CA,92028,3507450646,BROWNIE PLATTER,ISB SNACKS,163,761,2218,ALBERTSONS_4786_2218
316232,ALBERTSONS               ,4786,1133 S MISSION RD                       ,FALLBROOK           ,CA,92028,3150620328,D&W CHICKEN SAUSAGE OKTOBERFEST,DELI MEAT,163,761,2218,ALBERTSONS_4786_2218
967264,ALBERTSONS               ,4786,1133 S MISSION RD                       ,FALLBROOK           ,CA,92028,82058106732,NEW BRIDGE CHEDDAR HORSERADISH,DELI CHEESE,164,761,2218,ALBERTSONS_4786_2218
205115,SAFEWAY                  ,3298,7601 EVERGREEN WAY                      ,EVERETT             ,WA,98203,9692500009,BARNARD GRIFFIN SYRAH,TABLE WINE,160,985,2219,SAFEWAY_3298_2219
831141,SAFEWAY                  ,3298,7601 EVERGREEN WAY                      ,EVERETT             ,WA,98203,85205900516,KOMBUCHA TOWN BLUEBERRY WHITE,REFRIGERATED PREMIUM DRINKS,160,985,2219,SAFEWAY_3298_2219
160255,SAFEWAY                  ,3298,7601 EVERGREEN WAY                      ,EVERETT             ,WA,98203,8488000010,LATAH CRK HUCKLEBRY RIESLING,TABLE WINE,160,985,2219,SAFEWAY_3298_2219
119951,SAFEWAY                  ,3298,7601 EVERGREEN WAY                      ,EVERETT             ,WA,98203,85023000620,RECOVERY WATER GRAPEFRUIT,REFRIGERATED PREMIUM DRINKS,160,985,2219,SAFEWAY_3298_2219
394510,SAFEWAY                  ,3298,7601 EVERGREEN WAY                      ,EVERETT             ,WA,98203,85955700428,SUN FED RANCH 80% LN GROUND BF 20% FAT,"GROUND BEEF, RAW",161,985,2219,SAFEWAY_3298_2219
221480,SAFEWAY                  ,3298,7601 EVERGREEN WAY                      ,EVERETT             ,WA,98203,85177300500,SEATTLE CIDER SEMI SWEET  CAN,BEER,161,985,2219,SAFEWAY_3298_2219
7082,SAFEWAY                  ,3298,7601 EVERGREEN WAY                      ,EVERETT             ,WA,98203,3710009001,LIBBYS SINGLE SERVE WHL KERNAL SWEET CRN,BUFFET VEGETABLE LESS THAN 10 OZ,161,985,2219,SAFEWAY_3298_2219
743204,TOM THUMB FOOD & PHARMACY,3658,2755 N. COLLINS                         ,ARLINGTON           ,TX,76006,4131301012,ADAMS BEST VANILLA,EXTRACTS,160,1219,2220,TOM THUMB FOOD & PHARMACY_3658_2220
858900,TOM THUMB FOOD & PHARMACY,3658,2755 N. COLLINS                         ,ARLINGTON           ,TX,76006,4255811136,KEENAN FARMS PISTACHIOS,NUT IN SHELL,160,1219,2220,TOM THUMB FOOD & PHARMACY_3658_2220
993642,TOM THUMB FOOD & PHARMACY,3658,2755 N. COLLINS                         ,ARLINGTON           ,TX,76006,7826405512,HINES NUT CO PECAN HALVES FANCY,NUT MEATS,160,1219,2220,TOM THUMB FOOD & PHARMACY_3658_2220
